State Code,District Code,Tahsil/ Sub-District Code,Town/ Village Code,Ward Code,Enumeration Block Code,Level,Name,Total/ Rural/ Urban,Total - Persons,Total - Males,Total - Females,Scheduled Caste - Persons,Scheduled Caste - Males,Scheduled Caste - Females,Scheduled Tribe - Persons,Scheduled Tribe - Males,Scheduled Tribe - Females
33,15,0007,41516000,30,0,WARD,Tiruchirappalli (M Corp.) - Ward No.30,Urban,13511,6716,6795,3943,1957,1986,93,47,46
33,15,0007,41516000,31,0,WARD,Tiruchirappalli (M Corp.) - Ward No.31,Urban,9385,4476,4909,373,174,199,75,36,39
33,15,0007,41516000,32,0,WARD,Tiruchirappalli (M Corp.) - Ward No.32,Urban,15741,7908,7833,2869,1455,1414,731,377,354
33,15,0007,41516000,33,0,WARD,Tiruchirappalli (M Corp.) - Ward No.33,Urban,12673,6225,6448,814,403,411,9,2,7
33,15,0007,41516000,34,0,WARD,Tiruchirappalli (M Corp.) - Ward No.34,Urban,11000,5601,5399,721,383,338,19,12,7
33,15,0007,41516000,35,0,WARD,Tiruchirappalli (M Corp.) - Ward No.35,Urban,16740,8996,7744,2433,1293,1140,16,13,3
33,15,0007,41516000,36,0,WARD,Tiruchirappalli (M Corp.) - Ward No.36,Urban,8279,3914,4365,523,271,252,44,19,25
33,15,0007,41516000,37,0,WARD,Tiruchirappalli (M Corp.) - Ward No.37,Urban,11220,5642,5578,2488,1256,1232,3,1,2
33,15,0007,41516000,38,0,WARD,Tiruchirappalli (M Corp.) - Ward No.38,Urban,19201,9403,9798,1096,552,544,43,24,19
33,15,0007,41516000,39,0,WARD,Tiruchirappalli (M Corp.) - Ward No.39,Urban,14367,7173,7194,3371,1673,1698,3,2,1
33,15,0007,41516000,40,0,WARD,Tiruchirappalli (M Corp.) - Ward No.40,Urban,17201,8666,8535,2873,1441,1432,39,18,21
33,15,0007,41516000,41,0,WARD,Tiruchirappalli (M Corp.) - Ward No.41,Urban,15170,7521,7649,874,469,405,43,22,21
33,15,0007,41516000,42,0,WARD,Tiruchirappalli (M Corp.) - Ward No.42,Urban,13012,6490,6522,1248,685,563,56,28,28
33,15,0007,41516000,43,0,WARD,Tiruchirappalli (M Corp.) - Ward No.43,Urban,12454,7010,5444,908,466,442,58,32,26
33,15,0007,41516000,44,0,WARD,Tiruchirappalli (M Corp.) - Ward No.44,Urban,12394,5896,6498,1711,718,993,128,55,73
33,15,0007,41516000,45,0,WARD,Tiruchirappalli (M Corp.) - Ward No.45,Urban,17216,9116,8100,1264,674,590,75,37,38
33,15,0007,41516000,46,0,WARD,Tiruchirappalli (M Corp.) - Ward No.46,Urban,12697,6459,6238,1510,772,738,4,1,3
33,15,0007,41516000,47,0,WARD,Tiruchirappalli (M Corp.) - Ward No.47,Urban,14398,6449,7949,1817,876,941,9,5,4
33,15,0007,41516000,48,0,WARD,Tiruchirappalli (M Corp.) - Ward No.48,Urban,10739,5401,5338,1040,509,531,17,8,9
33,15,0007,41516000,49,0,WARD,Tiruchirappalli (M Corp.) - Ward No.49,Urban,14799,7425,7374,192,93,99,0,0,0
33,15,0007,41516000,50,0,WARD,Tiruchirappalli (M Corp.) - Ward No.50,Urban,15748,7892,7856,1211,591,620,0,0,0
33,15,0007,41516000,51,0,WARD,Tiruchirappalli (M Corp.) - Ward No.51,Urban,12331,6121,6210,1210,598,612,5,4,1
33,15,0007,41516000,52,0,WARD,Tiruchirappalli (M Corp.) - Ward No.52,Urban,18234,9320,8914,944,493,451,5,3,2
33,15,0007,41516000,53,0,WARD,Tiruchirappalli (M Corp.) - Ward No.53,Urban,10882,5444,5438,1659,827,832,12,5,7
33,15,0007,41516000,54,0,WARD,Tiruchirappalli (M Corp.) - Ward No.54,Urban,10795,5311,5484,97,44,53,12,5,7
33,15,0007,41516000,55,0,WARD,Tiruchirappalli (M Corp.) - Ward No.55,Urban,13172,6572,6600,515,255,260,0,0,0
33,15,0007,41516000,56,0,WARD,Tiruchirappalli (M Corp.) - Ward No.56,Urban,11410,5613,5797,658,322,336,14,9,5
33,15,0007,41516000,57,0,WARD,Tiruchirappalli (M Corp.) - Ward No.57,Urban,16864,8217,8647,1474,725,749,25,12,13
33,15,0007,41516000,58,0,WARD,Tiruchirappalli (M Corp.) - Ward No.58,Urban,11908,6077,5831,84,44,40,92,43,49
33,15,0007,41516000,59,0,WARD,Tiruchirappalli (M Corp.) - Ward No.59,Urban,9252,4734,4518,117,58,59,8,4,4
33,15,0007,41516000,60,0,WARD,Tiruchirappalli (M Corp.) - Ward No.60,Urban,13803,6965,6838,3535,1796,1739,60,29,31
33,15,0007,41517000,0,0,TOWN,Pappankurichi (CT),Urban,20371,10216,10155,4130,2075,2055,11,6,5
33,15,0007,41517000,1,0,WARD,Pappankurichi (CT) - Ward No.1,Urban,3654,1832,1822,390,206,184,1,0,1
33,15,0007,41517000,2,0,WARD,Pappankurichi (CT) - Ward No.2,Urban,4337,2169,2168,907,441,466,0,0,0
33,15,0007,41517000,3,0,WARD,Pappankurichi (CT) - Ward No.3,Urban,5463,2686,2777,657,327,330,0,0,0
33,15,0007,41517000,4,0,WARD,Pappankurichi (CT) - Ward No.4,Urban,4494,2316,2178,1112,575,537,10,6,4
33,15,0007,41517000,5,0,WARD,Pappankurichi (CT) - Ward No.5,Urban,2423,1213,1210,1064,526,538,0,0,0
33,15,0007,41518000,0,0,TOWN,Thiruverumbur (TP),Urban,16824,8502,8322,2709,1346,1363,63,26,37
33,15,0007,41518000,1,0,WARD,Thiruverumbur (TP) - Ward No.1,Urban,596,300,296,90,50,40,0,0,0
33,15,0007,41518000,2,0,WARD,Thiruverumbur (TP) - Ward No.2,Urban,844,414,430,43,20,23,0,0,0
33,15,0007,41518000,3,0,WARD,Thiruverumbur (TP) - Ward No.3,Urban,1001,493,508,95,46,49,0,0,0
33,15,0007,41518000,4,0,WARD,Thiruverumbur (TP) - Ward No.4,Urban,474,242,232,11,4,7,0,0,0
33,15,0007,41518000,5,0,WARD,Thiruverumbur (TP) - Ward No.5,Urban,1050,543,507,71,35,36,15,5,10
33,15,0007,41518000,6,0,WARD,Thiruverumbur (TP) - Ward No.6,Urban,437,210,227,19,10,9,0,0,0
33,15,0007,41518000,7,0,WARD,Thiruverumbur (TP) - Ward No.7,Urban,329,161,168,22,10,12,4,2,2
33,15,0007,41518000,8,0,WARD,Thiruverumbur (TP) - Ward No.8,Urban,632,329,303,29,16,13,4,2,2
33,15,0007,41518000,9,0,WARD,Thiruverumbur (TP) - Ward No.9,Urban,1164,552,612,609,292,317,20,10,10
33,15,0007,41518000,10,0,WARD,Thiruverumbur (TP) - Ward No.10,Urban,684,335,349,20,10,10,0,0,0
33,15,0007,41518000,11,0,WARD,Thiruverumbur (TP) - Ward No.11,Urban,1100,575,525,46,32,14,0,0,0
33,15,0007,41518000,12,0,WARD,Thiruverumbur (TP) - Ward No.12,Urban,1213,635,578,101,52,49,0,0,0
33,15,0007,41518000,13,0,WARD,Thiruverumbur (TP) - Ward No.13,Urban,731,358,373,74,40,34,2,1,1
33,15,0007,41518000,14,0,WARD,Thiruverumbur (TP) - Ward No.14,Urban,860,440,420,418,211,207,0,0,0
33,15,0007,41518000,15,0,WARD,Thiruverumbur (TP) - Ward No.15,Urban,1700,856,844,176,88,88,16,5,11
33,15,0007,41518000,16,0,WARD,Thiruverumbur (TP) - Ward No.16,Urban,1044,538,506,192,97,95,0,0,0
33,15,0007,41518000,17,0,WARD,Thiruverumbur (TP) - Ward No.17,Urban,1215,663,552,102,54,48,0,0,0
33,15,0007,41518000,18,0,WARD,Thiruverumbur (TP) - Ward No.18,Urban,1750,858,892,591,279,312,2,1,1
33,15,0007,41519000,0,0,TOWN,Koothappar (TP),Urban,17056,8573,8483,3428,1794,1634,84,39,45
33,15,0007,41519000,1,0,WARD,Koothappar (TP) - Ward No.1,Urban,813,389,424,45,25,20,0,0,0
33,15,0007,41519000,2,0,WARD,Koothappar (TP) - Ward No.2,Urban,829,392,437,0,0,0,0,0,0
33,15,0007,41519000,3,0,WARD,Koothappar (TP) - Ward No.3,Urban,801,390,411,393,181,212,0,0,0
33,15,0007,41519000,4,0,WARD,Koothappar (TP) - Ward No.4,Urban,826,398,428,91,46,45,5,2,3
33,15,0007,41519000,5,0,WARD,Koothappar (TP) - Ward No.5,Urban,389,192,197,117,58,59,11,5,6
33,15,0007,41519000,6,0,WARD,Koothappar (TP) - Ward No.6,Urban,1564,771,793,424,205,219,8,4,4
33,15,0007,41519000,7,0,WARD,Koothappar (TP) - Ward No.7,Urban,649,327,322,222,118,104,13,6,7
33,15,0007,41519000,8,0,WARD,Koothappar (TP) - Ward No.8,Urban,593,300,293,181,93,88,5,1,4
33,15,0007,41519000,9,0,WARD,Koothappar (TP) - Ward No.9,Urban,515,255,260,99,48,51,0,0,0
33,15,0007,41519000,10,0,WARD,Koothappar (TP) - Ward No.10,Urban,668,340,328,150,82,68,3,2,1
33,15,0007,41519000,11,0,WARD,Koothappar (TP) - Ward No.11,Urban,2193,1069,1124,405,207,198,19,10,9
33,15,0007,41519000,12,0,WARD,Koothappar (TP) - Ward No.12,Urban,1199,604,595,349,176,173,0,0,0
33,15,0007,41519000,13,0,WARD,Koothappar (TP) - Ward No.13,Urban,1371,691,680,252,136,116,16,6,10
33,15,0007,41519000,14,0,WARD,Koothappar (TP) - Ward No.14,Urban,1804,981,823,270,197,73,4,3,1
33,15,0007,41519000,15,0,WARD,Koothappar (TP) - Ward No.15,Urban,373,216,157,18,7,11,0,0,0
33,15,0007,41519000,16,0,WARD,Koothappar (TP) - Ward No.16,Urban,754,379,375,70,40,30,0,0,0
33,15,0007,41519000,17,0,WARD,Koothappar (TP) - Ward No.17,Urban,855,443,412,66,30,36,0,0,0
33,15,0007,41519000,18,0,WARD,Koothappar (TP) - Ward No.18,Urban,860,436,424,276,145,131,0,0,0
33,15,0007,41520000,0,0,TOWN,Krishnasamudram (CT),Urban,9215,4624,4591,1810,912,898,14,5,9
33,15,0007,41520000,1,0,WARD,Krishnasamudram (CT) - Ward No.1,Urban,565,275,290,285,138,147,0,0,0
33,15,0007,41520000,2,0,WARD,Krishnasamudram (CT) - Ward No.2,Urban,2331,1160,1171,677,356,321,0,0,0
33,15,0007,41520000,3,0,WARD,Krishnasamudram (CT) - Ward No.3,Urban,2904,1455,1449,621,301,320,0,0,0
33,15,0007,41520000,4,0,WARD,Krishnasamudram (CT) - Ward No.4,Urban,2748,1403,1345,227,117,110,14,5,9
33,15,0007,41520000,5,0,WARD,Krishnasamudram (CT) - Ward No.5,Urban,667,331,336,0,0,0,0,0,0
33,15,0007,41521000,0,0,TOWN,Thuvakudi  (TP),Urban,35428,18510,16918,5151,2636,2515,204,105,99
33,15,0007,41521000,1,0,WARD,Thuvakudi  (TP) - Ward No.1,Urban,578,301,277,17,9,8,17,11,6
33,15,0007,41521000,2,0,WARD,Thuvakudi  (TP) - Ward No.2,Urban,622,307,315,31,13,18,0,0,0
33,15,0007,41521000,3,0,WARD,Thuvakudi  (TP) - Ward No.3,Urban,784,416,368,20,10,10,0,0,0
33,15,0007,41521000,4,0,WARD,Thuvakudi  (TP) - Ward No.4,Urban,2682,1812,870,702,391,311,0,0,0
33,15,0007,41521000,5,0,WARD,Thuvakudi  (TP) - Ward No.5,Urban,4073,2112,1961,486,250,236,24,13,11
33,15,0007,41521000,6,0,WARD,Thuvakudi  (TP) - Ward No.6,Urban,992,518,474,127,61,66,11,6,5
33,15,0007,41521000,7,0,WARD,Thuvakudi  (TP) - Ward No.7,Urban,785,388,397,136,66,70,0,0,0
33,15,0007,41521000,8,0,WARD,Thuvakudi  (TP) - Ward No.8,Urban,2040,1028,1012,172,83,89,71,38,33
33,15,0007,41521000,9,0,WARD,Thuvakudi  (TP) - Ward No.9,Urban,1872,951,921,472,236,236,22,11,11
33,15,0007,41521000,10,0,WARD,Thuvakudi  (TP) - Ward No.10,Urban,1962,973,989,335,167,168,0,0,0
33,15,0007,41521000,11,0,WARD,Thuvakudi  (TP) - Ward No.11,Urban,1624,858,766,196,103,93,0,0,0
33,15,0007,41521000,12,0,WARD,Thuvakudi  (TP) - Ward No.12,Urban,691,363,328,221,119,102,13,7,6
33,15,0007,41521000,13,0,WARD,Thuvakudi  (TP) - Ward No.13,Urban,1567,813,754,288,149,139,10,4,6
33,15,0007,41521000,14,0,WARD,Thuvakudi  (TP) - Ward No.14,Urban,625,322,303,56,29,27,0,0,0
33,15,0007,41521000,15,0,WARD,Thuvakudi  (TP) - Ward No.15,Urban,3967,2241,1726,402,219,183,2,1,1
33,15,0007,41521000,16,0,WARD,Thuvakudi  (TP) - Ward No.16,Urban,1558,751,807,255,133,122,4,1,3
33,15,0007,41521000,17,0,WARD,Thuvakudi  (TP) - Ward No.17,Urban,1011,481,530,53,23,30,0,0,0
33,15,0007,41521000,18,0,WARD,Thuvakudi  (TP) - Ward No.18,Urban,1736,852,884,483,236,247,5,3,2
33,15,0007,41521000,19,0,WARD,Thuvakudi  (TP) - Ward No.19,Urban,2543,1222,1321,215,97,118,0,0,0
33,15,0007,41521000,20,0,WARD,Thuvakudi  (TP) - Ward No.20,Urban,2177,1039,1138,192,101,91,25,10,15
33,15,0007,41521000,21,0,WARD,Thuvakudi  (TP) - Ward No.21,Urban,1539,762,777,292,141,151,0,0,0
33,15,0007,41522000,0,0,TOWN,Navalpattu (CT),Urban,15394,7771,7623,4203,2095,2108,112,64,48
33,15,0007,41522000,1,0,WARD,Navalpattu (CT) - Ward No.1,Urban,2942,1416,1526,901,424,477,0,0,0
33,15,0007,41522000,2,0,WARD,Navalpattu (CT) - Ward No.2,Urban,3121,1612,1509,1406,738,668,21,13,8
33,15,0007,41522000,3,0,WARD,Navalpattu (CT) - Ward No.3,Urban,3078,1567,1511,887,437,450,57,33,24
33,15,0007,41522000,4,0,WARD,Navalpattu (CT) - Ward No.4,Urban,4344,2192,2152,700,349,351,17,10,7
33,15,0007,41522000,5,0,WARD,Navalpattu (CT) - Ward No.5,Urban,1909,984,925,309,147,162,17,8,9
33,15,0007,41523000,0,0,TOWN,Palaganangudy (CT),Urban,9210,4611,4599,1881,940,941,52,27,25
33,15,0007,41523000,1,0,WARD,Palaganangudy (CT) - Ward No.1,Urban,3989,2048,1941,1179,602,577,15,8,7
33,15,0007,41523000,2,0,WARD,Palaganangudy (CT) - Ward No.2,Urban,1636,794,842,283,142,141,3,2,1
33,15,0007,41523000,3,0,WARD,Palaganangudy (CT) - Ward No.3,Urban,1084,519,565,88,33,55,9,5,4
33,15,0007,41523000,4,0,WARD,Palaganangudy (CT) - Ward No.4,Urban,2501,1250,1251,331,163,168,25,12,13
33,15,0008,00000000,0,0,TALUK,Manapparai,Total,331255,165140,166115,55574,27468,28106,530,267,263
33,15,0008,00000000,0,0,TALUK,Manapparai,Rural,284825,142158,142667,50205,24806,25399,383,200,183
33,15,0008,00000000,0,0,TALUK,Manapparai,Urban,46430,22982,23448,5369,2662,2707,147,67,80
33,15,0008,00920600,0,0,VILLAGE,Pudur,Rural,674,349,325,16,9,7,0,0,0
33,15,0008,00920700,0,0,VILLAGE,Vaiyamalaipalayam ,Rural,667,330,337,256,126,130,0,0,0
33,15,0008,00920800,0,0,VILLAGE,Vellalapatti,Rural,4809,2455,2354,918,454,464,0,0,0
33,15,0008,00920900,0,0,VILLAGE,Aniyappur,Rural,4465,2261,2204,1026,497,529,0,0,0
33,15,0008,00921000,0,0,VILLAGE,Veeramalai RF,Rural,1265,638,627,47,23,24,0,0,0
33,15,0008,00921100,0,0,VILLAGE,Thoppampatti,Rural,4852,2425,2427,1421,718,703,58,26,32
33,15,0008,00921200,0,0,VILLAGE,Mandipatti,Rural,2897,1413,1484,660,326,334,0,0,0
33,15,0008,00921300,0,0,VILLAGE,K.Periapatti North,Rural,3620,1762,1858,754,366,388,0,0,0
33,15,0008,00921400,0,0,VILLAGE,Edayapatti,Rural,635,318,317,12,7,5,0,0,0
33,15,0008,00921500,0,0,VILLAGE,Chettichatram,Rural,2103,1059,1044,526,266,260,84,45,39
33,15,0008,00921600,0,0,VILLAGE,Chithanatham,Rural,1418,710,708,337,171,166,0,0,0
33,15,0008,00921700,0,0,VILLAGE,K.Periapatti South,Rural,562,279,283,70,31,39,0,0,0
33,15,0008,00921800,0,0,VILLAGE,Samudram,Rural,3218,1622,1596,978,477,501,183,96,87
33,15,0008,00921900,0,0,VILLAGE,Sathirapatti,Rural,745,372,373,5,3,2,0,0,0
33,15,0008,00922000,0,0,VILLAGE,Kannudayanpatti,Rural,9681,4894,4787,1523,751,772,10,8,2
33,15,0008,00922100,0,0,VILLAGE,Kalingapatti,Rural,958,483,475,186,103,83,0,0,0
33,15,0008,00922200,0,0,VILLAGE,Madampatti,Rural,708,350,358,79,39,40,0,0,0
33,15,0008,00922300,0,0,VILLAGE,Seegampatti,Rural,3148,1553,1595,488,251,237,0,0,0
33,15,0008,00922400,0,0,VILLAGE,Usilampatti,Rural,2773,1363,1410,449,210,239,2,1,1
33,15,0008,00922500,0,0,VILLAGE,Poigaimalai RF,Rural,973,587,386,333,161,172,0,0,0
33,15,0008,00922600,0,0,VILLAGE,Vadagupatti,Rural,835,425,410,202,102,100,0,0,0
33,15,0008,00922700,0,0,VILLAGE,Vengaikurichi,Rural,4469,2316,2153,712,346,366,1,1,0
33,15,0008,00922800,0,0,VILLAGE,Amayapuram,Rural,6185,3056,3129,1407,679,728,0,0,0
33,15,0008,00922900,0,0,VILLAGE,Amayapuram RF,Rural,836,420,416,15,7,8,0,0,0
33,15,0008,00923000,0,0,VILLAGE,Nallampillai,Rural,5042,2480,2562,516,253,263,0,0,0
33,15,0008,00923100,0,0,VILLAGE,I.Kovilpatti,Rural,352,172,180,73,35,38,0,0,0
33,15,0008,00923200,0,0,VILLAGE,V.Periapatti,Rural,4069,2039,2030,444,218,226,0,0,0
33,15,0008,00923300,0,0,VILLAGE,Dhavalaveeranpatti,Rural,2813,1377,1436,354,176,178,0,0,0
33,15,0008,00923400,0,0,VILLAGE,Mohavanur (North),Rural,5827,2912,2915,1119,553,566,0,0,0
33,15,0008,00923500,0,0,VILLAGE,Mohavanur (South),Rural,2727,1376,1351,184,85,99,0,0,0
33,15,0008,00923700,0,0,VILLAGE,Sekkanam,Rural,5672,2851,2821,571,298,273,0,0,0
33,15,0008,00923800,0,0,VILLAGE,Palayankottai,Rural,5449,2682,2767,1001,471,530,0,0,0
33,15,0008,00923900,0,0,VILLAGE,I.Reddiapatti,Rural,624,304,320,63,33,30,0,0,0
33,15,0008,00924000,0,0,VILLAGE,Chettiapatti,Rural,4294,2086,2208,1071,522,549,7,4,3
33,15,0008,00924100,0,0,VILLAGE,Malayandipatti,Rural,4002,1972,2030,719,351,368,0,0,0
33,15,0008,00924200,0,0,VILLAGE,Poigaipatti,Rural,6367,3172,3195,701,348,353,0,0,0
33,15,0008,00924300,0,0,VILLAGE,Sampatti,Rural,2464,1233,1231,265,118,147,0,0,0
33,15,0008,00924400,0,0,VILLAGE,Sooliapatti,Rural,1136,548,588,113,53,60,0,0,0
33,15,0008,00924500,0,0,VILLAGE,Athampatti,Rural,638,328,310,13,6,7,0,0,0
33,15,0008,00924600,0,0,VILLAGE,F.Keelaiyur,Rural,3342,1652,1690,563,257,306,0,0,0
33,15,0008,00924700,0,0,VILLAGE,Thottiapatti ,Rural,4170,2093,2077,463,230,233,0,0,0
33,15,0008,00924800,0,0,VILLAGE,Thathanur ,Rural,2144,1039,1105,204,102,102,3,1,2
33,15,0008,00924900,0,0,VILLAGE,Amanakkampatti ,Rural,2154,1049,1105,305,145,160,0,0,0
33,15,0008,00925000,0,0,VILLAGE,Kannivadugampatti,Rural,2192,1118,1074,419,207,212,0,0,0
33,15,0008,00925100,0,0,VILLAGE,Pannapatti (East),Rural,7053,3549,3504,1315,683,632,0,0,0
33,15,0008,00925200,0,0,VILLAGE,Pannapatti (West),Rural,4325,2176,2149,640,314,326,0,0,0
33,15,0008,00925300,0,0,VILLAGE,Ayanreddiapatti,Rural,4758,2355,2403,1140,567,573,0,0,0
33,15,0008,00925400,0,0,VILLAGE,Vaiyampatti,Rural,7761,3852,3909,1450,720,730,0,0,0
33,15,0008,00925500,0,0,VILLAGE,Mookureddiapatti,Rural,117,58,59,0,0,0,0,0,0
33,15,0008,00925600,0,0,VILLAGE,Kumaravadi,Rural,8133,4118,4015,956,487,469,0,0,0
33,15,0008,00925800,0,0,VILLAGE,Nadupatti,Rural,4556,2261,2295,444,220,224,0,0,0
33,15,0008,00926000,0,0,VILLAGE,Puduvadi ,Rural,1686,844,842,32,17,15,0,0,0
33,15,0008,00926300,0,0,VILLAGE,Pudukottai,Rural,3342,1662,1680,262,129,133,0,0,0
33,15,0008,00926400,0,0,VILLAGE,Ponnambalapatti,Rural,947,477,470,208,100,108,0,0,0
33,15,0008,00926600,0,0,VILLAGE,Elamanam,Rural,2923,1451,1472,506,248,258,0,0,0
33,15,0008,00926800,0,0,VILLAGE,Kannuthu ,Rural,1020,527,493,0,0,0,0,0,0
33,15,0008,00926900,0,0,VILLAGE,Kumarikatti Hills RF,Rural,605,295,310,165,74,91,0,0,0
33,15,0008,00927000,0,0,VILLAGE,Karuppur,Rural,6465,3204,3261,829,429,400,0,0,0
33,15,0008,00927200,0,0,VILLAGE,Puthanatham,Rural,9574,4833,4741,966,472,494,0,0,0
33,15,0008,00927400,0,0,VILLAGE,Thirunellipatti ,Rural,4137,2087,2050,1440,735,705,0,0,0
33,15,0008,00927500,0,0,VILLAGE,Vellayakonepatti ,Rural,2910,1488,1422,656,345,311,0,0,0
33,15,0008,00927600,0,0,VILLAGE,Pirampatti  North,Rural,740,358,382,225,104,121,0,0,0
33,15,0008,00927700,0,0,VILLAGE,Pirampatti  (South) ,Rural,2407,1205,1202,579,293,286,0,0,0
33,15,0008,00927800,0,0,VILLAGE,Thenur ,Rural,3151,1611,1540,429,213,216,0,0,0
33,15,0008,00927900,0,0,VILLAGE,Ayanpudupatti ,Rural,1662,804,858,385,185,200,0,0,0
33,15,0008,00928000,0,0,VILLAGE,Uthukuli,Rural,2671,1345,1326,233,112,121,0,0,0
33,15,0008,00928100,0,0,VILLAGE,Vembanur ,Rural,2591,1293,1298,1314,652,662,0,0,0
33,15,0008,00928200,0,0,VILLAGE,Kannukuli ,Rural,2439,1187,1252,630,309,321,0,0,0
33,15,0008,00928300,0,0,VILLAGE,Kavinaripatti,Rural,591,287,304,458,221,237,0,0,0
33,15,0008,00928400,0,0,VILLAGE,Puthakudi,Rural,180,81,99,92,39,53,0,0,0
33,15,0008,00928500,0,0,VILLAGE,Kappakudi,Rural,324,162,162,286,141,145,0,0,0
33,15,0008,00928600,0,0,VILLAGE,Kodumbapatti ,Rural,2423,1181,1242,950,464,486,0,0,0
33,15,0008,00928700,0,0,VILLAGE,Pallakurichi,Rural,4116,2135,1981,906,440,466,5,3,2
33,15,0008,00928800,0,0,VILLAGE,Kalingapatti East,Rural,2739,1310,1429,470,217,253,0,0,0
33,15,0008,00928900,0,0,VILLAGE,Kalingapatti West,Rural,945,432,513,132,65,67,0,0,0
33,15,0008,00929000,0,0,VILLAGE,Ayamporuvai,Rural,2541,1241,1300,219,106,113,0,0,0
33,15,0008,00929100,0,0,VILLAGE,Valanadu ,Rural,4308,2164,2144,1025,515,510,2,1,1
33,15,0008,00929200,0,0,VILLAGE,Paluvanji  East,Rural,1193,585,608,549,257,292,0,0,0
33,15,0008,00929300,0,0,VILLAGE,Paluvanji  West,Rural,1611,794,817,568,283,285,0,0,0
33,15,0008,00929400,0,0,VILLAGE,Muthalvarpatti ,Rural,3094,1525,1569,735,371,364,28,14,14
33,15,0008,00929500,0,0,VILLAGE,Karumalai ,Rural,3032,1538,1494,463,222,241,0,0,0
33,15,0008,00929600,0,0,VILLAGE,Ammachtram   ,Rural,3399,1618,1781,518,246,272,0,0,0
33,15,0008,00929700,0,0,VILLAGE,Endapuli ,Rural,1899,960,939,72,37,35,0,0,0
33,15,0008,00929800,0,0,VILLAGE,Kanjannaickanpatti ,Rural,3592,1804,1788,190,92,98,0,0,0
33,15,0008,00929900,0,0,VILLAGE,Velakurichi    ,Rural,1306,652,654,31,15,16,0,0,0
33,15,0008,00930000,0,0,VILLAGE,Venkatanayakanpatti  ,Rural,3809,1957,1852,911,473,438,0,0,0
33,15,0008,00930100,0,0,VILLAGE,Marungapuri ,Rural,3344,1657,1687,165,85,80,0,0,0
33,15,0008,00930200,0,0,VILLAGE,T.Idayapatti   ,Rural,2366,1136,1230,847,425,422,0,0,0
33,15,0008,00930300,0,0,VILLAGE,Yagapuram    ,Rural,2554,1302,1252,415,212,203,0,0,0
33,15,0008,00930400,0,0,VILLAGE,Nallur  ,Rural,1588,766,822,308,152,156,0,0,0
33,15,0008,00930500,0,0,VILLAGE,Karaipatti,Rural,2086,1056,1030,411,201,210,0,0,0
33,15,0008,00930600,0,0,VILLAGE,Sevalpatti,Rural,3038,1534,1504,338,175,163,0,0,0
33,15,0008,00930700,0,0,VILLAGE,Ikkaraikosakurichi ,Rural,2585,1275,1310,24,11,13,0,0,0
33,15,0008,00930800,0,0,VILLAGE,Akkiyampatti ,Rural,2911,1447,1464,715,359,356,0,0,0
33,15,0008,00930900,0,0,VILLAGE,Alagapuri   ,Rural,2382,1173,1209,699,336,363,0,0,0
33,15,0008,00931000,0,0,VILLAGE,Lekkanayakanpatti ,Rural,3052,1504,1548,823,407,416,0,0,0
33,15,0008,00931100,0,0,VILLAGE,Thethur   ,Rural,588,283,305,6,4,2,0,0,0
33,15,0008,00931200,0,0,VILLAGE,Sevandampatti ,Rural,3282,1636,1646,494,243,251,0,0,0
33,15,0008,41524000,0,0,TOWN,Manapparai (M),Urban,35770,17786,17984,3506,1752,1754,146,66,80
33,15,0008,41524000,1,0,WARD,Manapparai (M) - Ward No.1,Urban,1358,658,700,315,149,166,97,45,52
33,15,0008,41524000,2,0,WARD,Manapparai (M) - Ward No.2,Urban,1146,560,586,3,1,2,0,0,0
33,15,0008,41524000,3,0,WARD,Manapparai (M) - Ward No.3,Urban,1157,598,559,483,256,227,0,0,0
33,15,0008,41524000,4,0,WARD,Manapparai (M) - Ward No.4,Urban,1578,792,786,50,17,33,0,0,0
33,15,0008,41524000,5,0,WARD,Manapparai (M) - Ward No.5,Urban,1482,758,724,168,84,84,11,4,7
33,15,0008,41524000,6,0,WARD,Manapparai (M) - Ward No.6,Urban,1848,913,935,101,48,53,0,0,0
33,15,0008,41524000,7,0,WARD,Manapparai (M) - Ward No.7,Urban,1034,519,515,0,0,0,0,0,0
33,15,0008,41524000,8,0,WARD,Manapparai (M) - Ward No.8,Urban,782,389,393,9,4,5,0,0,0
33,15,0008,41524000,9,0,WARD,Manapparai (M) - Ward No.9,Urban,932,462,470,0,0,0,0,0,0
33,15,0008,41524000,10,0,WARD,Manapparai (M) - Ward No.10,Urban,1125,570,555,11,8,3,0,0,0
33,15,0008,41524000,11,0,WARD,Manapparai (M) - Ward No.11,Urban,1391,681,710,110,57,53,7,4,3
33,15,0008,41524000,12,0,WARD,Manapparai (M) - Ward No.12,Urban,1191,576,615,272,128,144,0,0,0
33,15,0008,41524000,13,0,WARD,Manapparai (M) - Ward No.13,Urban,1725,893,832,143,77,66,8,4,4
33,15,0008,41524000,14,0,WARD,Manapparai (M) - Ward No.14,Urban,1698,848,850,82,36,46,0,0,0
33,15,0008,41524000,15,0,WARD,Manapparai (M) - Ward No.15,Urban,832,415,417,5,2,3,0,0,0
33,15,0008,41524000,16,0,WARD,Manapparai (M) - Ward No.16,Urban,1307,657,650,357,181,176,0,0,0
33,15,0008,41524000,17,0,WARD,Manapparai (M) - Ward No.17,Urban,1078,517,561,315,146,169,0,0,0
33,15,0008,41524000,18,0,WARD,Manapparai (M) - Ward No.18,Urban,1926,971,955,38,18,20,0,0,0
